10.02	5956
10.03	5873
10.04	5938
10.05	5905
10.06	5965
10.07	5688
10.08	5632
10.09	5729
10.10	59461
10.11	5914
10.12	5580
10.13	5687
10.14	5739
10.15	5790
10.16	5819
10.17	5778
10.18	5783
10.19	5576
10.20	58670
10.21	5804
10.22	5615
10.23	5614
10.24	5757
10.25	5660
10.26	5821
10.27	5744
10.28	5531
10.29	5539
10.30	57536
10.31	5642
10.32	5463
10.33	5456
10.34	5534
10.35	5473
10.36	5402
10.37	5471
10.38	5591
10.39	5563
10.40	57086
10.41	5566
10.42	5522
10.43	5616
10.44	5445
10.45	5596
10.46	5650
10.47	5612
10.48	5644
10.49	5544
10.50	56578
10.51	5673
10.52	5665
10.53	5598
10.54	5566
10.55	5649
10.56	5563
10.57	5407
10.58	5481
10.59	5406
10.60	53527
10.61	5475
10.62	5453
10.63	5428
10.64	5421
10.65	5392
10.66	5105
10.67	5277
10.68	5071
10.69	5138
10.70	51280
10.71	5124
10.72	5215
10.73	5051
10.74	5061
10.75	5048
10.76	5026
10.77	4924
10.78	4877
10.79	4856
10.80	49643
10.81	4845
10.82	4852
10.83	4777
10.84	4790
10.85	4791
10.86	4728
10.87	4891
10.88	4778
10.89	4680
10.90	47360
10.91	4669
10.92	4598
10.93	4718
10.94	4778
10.95	4579
10.96	4745
10.97	4791
10.98	4694
10.99	4599
100.00	36
100.60	1
100.80	2
1000.50	1
1000000.00	1
1000030.80	1
100051.10	1
1000510.00	1
1000511.30	1
1005.00	1
10050.30	1
100502.30	1
101.00	2
102.00	1
102.40	2
104.00	1
104.30	1
1040.00	1
1047.40	1
105.70	1
105.80	2
106.10	1
106.60	1
107.60	1
108.00	1
11.00	58738
11.01	4537
11.02	4491
11.03	4644
11.04	4516
11.05	4529
11.06	4578
11.07	4599
11.08	4460
11.09	4516
11.10	44626
11.11	4444
11.12	4451
11.13	4443
11.14	4345
11.15	4311
11.16	4370
11.17	4404
11.18	4352
11.19	4387
11.20	42962
11.21	4468
11.22	4247
11.23	4192
11.24	4359
11.25	4310
11.26	4126
11.27	4337
11.28	4341
11.29	4186
11.30	41686
11.31	4234
11.32	4201
11.33	4206
11.34	4247
11.35	4138
11.36	4167
11.37	4149
11.38	4223
11.39	4103
11.40	39958
11.41	4083
11.42	3997
11.43	3917
11.44	4048
11.45	3961
11.46	3950
11.47	3985
11.48	3960
11.49	3896
11.50	37762
11.51	3834
11.52	3773
11.53	3671
11.54	3776
11.55	3821
11.56	3558
11.57	3623
11.58	3428
11.59	3637
11.60	35775
11.61	3626
11.62	3511
11.63	3478
11.64	3519
11.65	3527
11.66	3524
11.67	3495
11.68	3581
11.69	3485
11.70	33661
11.71	3411
11.72	3304
11.73	3338
11.74	3250
11.75	3207
11.76	3275
11.77	3213
11.78	3199
11.79	3231
11.80	32472
11.81	3187
11.82	3230
11.83	3226
11.84	3223
11.85	3194
11.86	3248
11.87	3146
11.88	3082
11.89	3035
11.90	31810
11.91	3080
11.92	3011
11.93	3050
11.94	3082
11.95	3069
11.96	2993
11.97	3106
11.98	3087
11.99	3043
110.00	2
110.10	1
110.60	1
11005.00	1
110050.40	1
110284.00	1
111.00	1
112.01	1
112.50	1
115.00	1
116.00	1
116.50	1
117.00	2
118.00	1
118.20	1
11800000.00	2
11800001.00	2
11800005.00	1
11800318.00	1
119.10	1
119.60	1
12.00	40375
12.01	3030
12.02	3143
12.03	2973
12.04	3006
12.05	2988
12.06	3000
12.07	3024
12.08	2899
12.09	2868
12.10	28933
12.11	2887
12.12	2890
12.13	2899
12.14	2808
12.15	2785
12.16	2796
12.17	2785
12.18	2746
12.19	2735
12.20	27503
12.21	2733
12.22	2644
12.23	2737
12.24	2663
12.25	2594
12.26	2674
12.27	2684
12.28	2643
12.29	2513
12.30	25641
12.31	2587
12.32	2527
12.33	2407
12.34	2563
12.35	2524
12.36	2576
12.37	2404
12.38	2493
12.39	2441
12.40	24081
12.41	2442
12.42	2297
12.43	2427
12.44	2381
12.45	2345
12.46	2333
12.47	2290
12.48	2315
12.49	2196
12.50	22721
12.51	2261
12.52	2258
12.53	2221
12.54	2190
12.55	2187
12.56	2266
12.57	2244
12.58	2115
12.59	2181
12.60	21177
12.61	2083
12.62	2205
12.63	2084
12.64	2060
12.65	2064
12.66	2099
12.67	1972
12.68	1962
12.69	2071
12.70	19986
12.71	2033
12.72	1965
12.73	1956
12.74	1965
12.75	1908
12.76	1942
12.77	1913
12.78	1929
12.79	1840
12.80	19017
12.81	1867
12.82	1933
12.83	1941
12.84	1870
12.85	1874
12.86	1938
12.87	1767
12.88	1874
12.89	1829
12.90	18235
12.91	1819
12.92	1815
12.93	1747
12.94	1719
12.95	1785
12.96	1751
12.97	1720
12.98	1739
12.99	1790
120.00	3
120.40	1
120000.60	1
12000000.00	1
12000002.00	1
12000004.00	1
12000018.00	1
12000104.00	1
1200011.00	1
12004.50	1
1200506.20	1
1200507.00	1
121.30	1
121.50	1
122.40	1
12200.50	1
123.20	1
123.70	1
123.80	1
1230083.20	1
12310051.00	1
1231800.00	1
1232.00	1
125.60	1
126.00	1
126.30	1
12730.00	1
12746800.00	1
128.00	1
128.15	1
129	1
129.10	1
13.00	21961
13.01	1695
13.02	1747
13.03	1733
13.04	1694
13.05	1743
13.06	1710
13.07	1669
13.08	1665
13.09	1706
13.10	16207
13.11	1611
13.12	1643
13.13	1687
13.14	1606
13.15	1554
13.16	1588
13.17	1570
13.18	1527
13.19	1532
13.20	15922
13.21	1593
13.22	1519
13.23	1519
13.24	1538
13.25	1545
13.26	1560
13.27	1494
13.28	1514
13.29	1467
13.30	14956
13.31	1540
13.32	1477
13.33	1452
13.34	1452
13.35	1514
13.36	1469
13.37	1506
13.38	1380
13.39	1460
13.40	14834
13.41	1384
13.42	1395
13.43	1489
13.44	1420
13.45	1408
13.46	1391
13.47	1408
13.48	1361
13.49	1454
13.50	13945
13.51	1355
13.52	1392
13.53	1290
13.54	1343
13.55	1386
13.56	1329
13.57	1416
13.58	1306
13.59	1422
13.60	13686
13.61	1354
13.62	1365
13.63	1304
13.64	1331
13.65	1269
13.66	1271
13.67	1282
13.68	1209
13.69	1311
13.70	13332
13.71	1264
13.72	1280
13.73	1316
13.74	1239
13.75	1220
13.76	1261
13.77	1252
13.78	1260
13.79	1324
13.80	12956
13.81	1268
13.82	1229
13.83	1238
13.84	1258
13.85	1260
13.86	1276
13.87	1235
13.88	1223
13.89	1278
13.90	12593
13.91	1262
13.92	1251
13.93	1249
13.94	1270
13.95	1211
13.96	1267
13.97	1222
13.98	1229
13.99	1230
130.00	2
1300.00	1
1300.50	1
13005.00	1
130050.60	1
13005023.00	1
13005043.00	1
1300506.20	1
131.00	1
131.80	1
1313.10	1
132.40	1
1320.60	1
133.70	1
1331800.00	2
1332840.00	1
134.00	1
134.60	1
13480170.00	1
1350.00	1
135005.00	1
138.00	2
139.40	1
14.00	16466
14.01	1200
14.02	1203
14.03	1208
14.04	1241
14.05	1222
14.06	1197
14.07	1202
14.08	1146
14.09	1173
14.10	12011
14.11	1245
14.12	1132
14.13	1143
14.14	1159
14.15	1140
14.16	1149
14.17	1142
14.18	1143
14.19	1136
14.20	11583
14.21	1118
14.22	1108
14.23	1116
14.24	1124
14.25	1164
14.26	1127
14.27	1142
14.28	1084
14.29	1092
14.30	11438
14.31	1141
14.32	1064
14.33	1083
14.34	1097
14.35	1128
14.36	1078
14.37	1127
14.38	1075
14.39	1125
14.40	11454
14.41	1071
14.42	1111
14.43	1153
14.44	1108
14.45	1089
14.46	1099
14.47	1096
14.48	1131
14.49	1048
14.50	11114
14.51	1086
14.52	1025
14.53	1090
14.54	1068
14.55	1047
14.56	1094
14.57	1108
14.58	1067
14.59	1074
14.60	11215
14.61	1064
14.62	1035
14.63	1080
14.64	1091
14.65	1063
14.66	1119
14.67	1030
14.68	1102
14.69	1047
14.70	10956
14.71	1082
14.72	1063
14.73	1101
14.74	1102
14.75	1085
14.76	1021
14.77	1094
14.78	1048
14.79	1137
14.80	10764
14.81	1057
14.82	1081
14.83	998
14.84	1062
14.85	1013
14.86	1011
14.87	1061
14.88	1045
14.89	1026
14.90	10608
14.91	1053
14.92	1012
14.93	1015
14.94	1001
14.95	1032
14.96	1028
14.97	1076
14.98	1043
14.99	1095
14005103.00	1
1400513.20	1
141.00	1
141.20	1
141.60	2
1415002.60	1
142.00	1
142.90	1
1420050.20	1
144.30	1
1440.00	1
145.00	1
14500.50	1
14505332.00	1
146.00	1
146.30	1
1466710.00	1
14680010.00	1
14680016.00	1
14680043.00	1
146801.50	1
14685.60	1
147.50	1
147.70	1
147005.00	1
148011.00	1
14823.00	1
1483.10	1
1485.20	1
15.00	13726
15.01	1102
15.02	1109
15.03	1080
15.04	1071
15.05	1071
15.06	1044
15.07	1123
15.08	1040
15.09	1138
15.10	10869
15.11	1078
15.12	1048
15.13	1052
15.14	1100
15.15	1066
15.16	1101
15.17	1008
15.18	1023
15.19	1097
15.20	10873
15.21	1072
15.22	1092
15.23	1008
15.24	1044
15.25	1054
15.26	1098
15.27	1082
15.28	1144
15.29	1132
15.30	11265
15.31	1073
15.32	1012
15.33	1024
15.34	1146
15.35	1126
15.36	1099
15.37	1136
15.38	1068
15.39	1132
15.40	11549
15.41	1145
15.42	1173
15.43	1206
15.44	1111
15.45	1107
15.46	1177
15.47	1203
15.48	1178
15.49	1188
15.50	11975
15.51	1170
15.52	1170
15.53	1167
15.54	1159
15.55	1139
15.56	1167
15.57	1209
15.58	1199
15.59	1246
15.60	12223
15.61	1184
15.62	1202
15.63	1306
15.64	1229
15.65	1222
15.66	1190
15.67	1246
15.68	1202
15.69	1189
15.70	12804
15.71	1181
15.72	1248
15.73	1238
15.74	1230
15.75	1253
15.76	1270
15.77	1292
15.78	1271
15.79	1285
15.80	13317
15.81	1288
15.82	1291
15.83	1303
15.84	1250
15.85	1383
15.86	1337
15.87	1382
15.88	1334
15.89	1342
15.90	13835
15.91	1304
15.92	1335
15.93	1352
15.94	1358
15.95	1355
15.96	1456
15.97	1371
15.98	1384
15.99	1353
150.00	5
1500.00	1
150004.50	1
1503180.00	1
15038005.00	1
151.00	1
152.00	1
152.80	1
1533180.00	1
15331800.00	1
154.00	1
154.50	1
155.20	1
155.50	1
156.20	1
156.70	1
156.90	1
1566.60	2
15682.20	1
157.10	1
1574.60	1
158.50	1
159.70	2
159.80	2
16.00	19627
16.01	1421
16.02	1395
16.03	1436
16.04	1448
16.05	1516
16.06	1486
16.07	1475
16.08	1446
16.09	1509
16.10	15540
16.11	1588
16.12	1478
16.13	1560
16.14	1532
16.15	1523
16.16	1533
16.17	1540
16.18	1578
16.19	1622
16.20	16149
16.21	1606
16.22	1587
16.23	1543
16.24	1561
16.25	1591
16.26	1583
16.27	1560
16.28	1608
16.29	1609
16.30	16887
16.31	1640
16.32	1605
16.33	1655
16.34	1633
16.35	1669
16.36	1686
16.37	1723
16.38	1718
16.39	1703
16.40	18696
16.41	1745
16.42	1767
16.43	1760
16.44	1687
16.45	1742
16.46	1826
16.47	1768
16.48	1782
16.49	1753
16.50	19150
16.51	1931
16.52	1842
16.53	1786
16.54	1855
16.55	1924
16.56	1870
16.57	1918
16.58	1932
16.59	1927
16.60	20706
16.61	1961
16.62	1992
16.63	2016
16.64	1901
16.65	2036
16.66	1950
16.67	2011
16.68	2078
16.69	2099
16.70	21711
16.71	2174
16.72	2089
16.73	2183
16.74	2146
16.75	2290
16.76	2320
16.77	2243
16.78	2206
16.79	2199
16.80	23453
16.81	2300
16.82	2325
16.83	2272
16.84	2293
16.85	2402
16.86	2387
16.87	2356
16.88	2412
16.89	2441
16.90	24896
16.91	2513
16.92	2522
16.93	2458
16.94	2549
16.95	2523
16.96	2543
16.97	2605
16.98	2586
16.99	2494
160.00	1
160.10	1
1600.00	1
1600000.00	1
161.00	1
161.30	1
162.00	1
162.10	1
162.50	1
162.90	1
163.00	2
163.30	1
163.80	1
164.00	1
164.40	1
165.00	1
165.40	1
165.90	1
1650.00	1
166.00	1
166.10	1
166.40	1
167.00	3
167.50	1
167.70	2
168.00	1
168.80	2
169.00	1
169.20	3
169.50	1
169.90	1
17.00	32860
17.01	2627
17.02	2619
17.03	2684
17.04	2637
17.05	2726
17.06	2671
17.07	2743
17.08	2730
17.09	2612
17.10	27437
17.11	2793
17.12	2690
17.13	2761
17.14	2710
17.15	2805
17.16	2881
17.17	2824
17.18	2841
17.19	2860
17.20	28735
17.21	2924
17.22	2938
17.23	2916
17.24	2980
17.25	3010
17.26	2951
17.27	2940
17.28	3058
17.29	2989
17.30	29593
17.31	3042
17.32	3005
17.33	3087
17.34	3028
17.35	3028
17.36	3178
17.37	3076
17.38	3093
17.39	3126
17.40	30657
17.41	3230
17.42	3180
17.43	3162
17.44	3213
17.45	3175
17.46	3311
17.47	3204
17.48	3177
17.49	3208
17.50	31034
17.51	3229
17.52	3300
17.53	3236
17.54	3189
17.55	3228
17.56	3143
17.57	3212
17.58	3281
17.59	3274
17.60	30909
17.61	3219
17.62	3304
17.63	3251
17.64	3263
17.65	3174
17.66	3339
17.67	3389
17.68	3240
17.69	3258
17.70	30173
17.71	3142
17.72	3266
17.73	3217
17.74	3186
17.75	3175
17.76	3269
17.77	3222
17.78	3191
17.79	3258
17.80	29839
17.81	3128
17.82	3184
17.83	3228
17.84	3143
17.85	3181
17.86	3127
17.87	3156
17.88	3160
17.89	3155
17.90	29045
17.91	3190
17.92	3006
17.93	3103
17.94	3157
17.95	3145
17.96	3118
17.97	2987
17.98	3119
17.99	3093
170.00	2
170.80	1
1700502.00	1
170051.20	1
171.00	2
171.20	1
171.30	2
171.40	1
171.60	1
172.10	1
172.20	1
172.30	3
172.80	2
173.00	1
173.10	1
173.50	1
174.00	3
174.20	1
174.40	1
174.80	1
175.00	3
175.40	1
175.60	1
175.80	1
176.00	2
176.10	1
176.40	1
176.50	1
176.60	1
176.80	1
177.00	3
177.40	1
177.50	1
177.60	2
177.80	1
177.90	1
178.00	3
178.10	1
178.40	1
178.50	1
178.80	1
179.00	2
179.40	1
179.80	1
18.00	36729
18.01	2979
18.02	2985
18.03	3034
18.04	2974
18.05	3069
18.06	2928
18.07	2957
18.08	2904
18.09	2979
18.10	26804
18.11	2944
18.12	2964
18.13	2924
18.14	2798
18.15	2966
18.16	2944
18.17	2916
18.18	2882
18.19	2781
18.20	25091
18.21	2870
18.22	2783
18.23	2784
18.24	2662
18.25	2718
18.26	2661
18.27	2745
18.28	2669
18.29	2760
18.30	23661
18.31	2709
18.32	2589
18.33	2570
18.34	2641
18.35	2583
18.36	2540
18.37	2534
18.38	2547
18.39	2548
18.40	22096
18.41	2532
18.42	2496
18.43	2441
18.44	2469
18.45	2458
18.46	2414
18.47	2354
18.48	2416
18.49	2436
18.50	20964
18.51	2330
18.52	2320
18.53	2307
18.54	2269
18.55	2215
18.56	2212
18.57	2157
18.58	2209
18.59	2214
18.60	20029
18.61	2040
18.62	2187
18.63	2119
18.64	2119
18.65	2109
18.66	2037
18.67	2072
18.68	2180
18.69	2103
18.70	18718
18.71	2069
18.72	1955
18.73	2082
18.74	1980
18.75	1953
18.76	2001
18.77	2001
18.78	1988
18.79	1970
18.80	17925
18.81	1933
18.82	1980
18.83	1938
18.84	1889
18.85	1920
18.86	1998
18.87	1816
18.88	1874
18.89	1852
18.90	17081
18.91	1843
18.92	1864
18.93	1877
18.94	1828
18.95	1850
18.96	1869
18.97	1817
18.98	1784
18.99	1826
180.00	1
180.20	1
180.40	2
180.70	1
1800.00	1
1800504.20	1
180051.00	1
180051.30	1
181.00	1
181.20	2
181.80	1
182.00	2
183.00	1
183.60	1
184.00	1
184.20	2
184.40	1
184.70	1
184.80	1
185.40	1
185.76	1
185.80	1
186.00	2
186.30	1
186.40	2
187.50	1
187.90	1
188.00	3
188.10	1
188.30	1
189.10	1
189.20	2
189.60	1
189.90	1
19.00	20827
19.01	1750
19.02	1764
19.03	1749
19.04	1753
19.05	1804
19.06	1750
19.07	1748
19.08	1666
19.09	1667
19.10	15510
19.11	1710
19.12	1761
19.13	1726
19.14	1747
19.15	1691
19.16	1634
19.17	1736
19.18	1677
19.19	1689
19.20	14632
19.21	1636
19.22	1650
19.23	1603
19.24	1653
19.25	1596
19.26	1676
19.27	1538
19.28	1497
19.29	1545
19.30	13775
19.31	1522
19.32	1579
19.33	1520
19.34	1525
19.35	1574
19.36	1532
19.37	1438
19.38	1412
19.39	1444
19.40	13141
19.41	1431
19.42	1388
19.43	1487
19.44	1422
19.45	1467
19.46	1392
19.47	1414
19.48	1433
19.49	1393
19.50	12267
19.51	1377
19.52	1384
19.53	1390
19.54	1359
19.55	1357
19.56	1321
19.57	1346
19.58	1287
19.59	1341
19.60	11461
19.61	1328
19.62	1228
19.63	1200
19.64	1252
19.65	1177
19.66	1299
19.67	1246
19.68	1196
19.69	1250
19.70	10813
19.71	1194
19.72	1208
19.73	1211
19.74	1199
19.75	1172
19.76	1182
19.77	1173
19.78	1181
19.79	1196
19.80	10319
19.81	1156
19.82	1113
19.83	1218
19.84	1135
19.85	1118
19.86	1117
19.87	1133
19.88	1049
19.89	1066
19.90	9966
19.91	1091
19.92	1097
19.93	1110
19.94	1069
19.95	1077
19.96	977
19.97	1040
19.98	1060
19.99	1030
190.00	1
190.20	1
190.50	1
190.70	1
191.00	2
191.40	1
191.70	1
191.90	2
192.10	1
192.20	2
192.40	1
192.70	1
192.83	1
193.40	1
193.50	1
193.60	1
193.70	1
193.90	1
194.90	1
195.20	1
195.60	1
195.90	1
196.00	1
197.60	1
198.00	1
198.70	1
199.00	1
199.10	1
199.40	1
199.70	1
2	9681532
2.00	1694362
2.01	121119
2.02	120608
2.03	119671
2.04	118895
2.05	118035
2.06	117463
2.07	116733
2.08	115755
2.09	115193
2.10	1212832
2.11	113694
2.12	112258
2.13	111466
2.14	111162
2.15	109981
2.16	108777
2.17	108531
2.18	108167
2.19	107599
2.20	1128999
2.21	105446
2.22	104740
2.23	104087
2.24	102681
2.25	102147
2.26	101317
2.27	101037
2.28	99685
2.29	99125
2.30	1047681
2.31	97906
2.32	97458
2.33	97446
2.34	95825
2.35	95273
2.36	94770
2.37	94021
2.38	93352
2.39	92638
2.40	972755
2.41	91026
2.42	91288
2.43	89195
2.44	89299
2.45	88272
2.46	87677
2.47	87364
2.48	86415
2.49	85863
2.50	910511
2.51	85361
2.52	84778
2.53	84277
2.54	83500
2.55	82604
2.56	82571
2.57	82035
2.58	81326
2.59	80622
2.60	852150
2.61	79852
2.62	78688
2.63	78915
2.64	78041
2.65	77433
2.66	76802
2.67	76501
2.68	75542
2.69	75578
2.70	798077
2.71	74207
2.72	73958
2.73	73499
2.74	73769
2.75	72794
2.76	72401
2.77	71763
2.78	71384
2.79	70204
2.80	750224
2.81	69410
2.82	69463
2.83	69241
2.84	68605
2.85	68500
2.86	66856
2.87	67108
2.88	67038
2.89	66215
2.90	698100
2.91	64746
2.92	64430
2.93	64255
2.94	63746
2.95	63427
2.96	62856
2.97	62789
2.98	61780
2.99	62232
20.00	12737
20.01	1075
20.02	1022
20.03	1034
20.04	1016
20.05	965
20.06	1057
20.07	1043
20.08	999
20.09	1026
20.10	9077
20.11	1021
20.12	1054
20.13	934
20.14	1028
20.15	1022
20.16	1024
20.17	1041
20.18	998
20.19	1009
20.20	9089
20.21	960
20.22	1048
20.23	949
20.24	977
20.25	1015
20.26	961
20.27	972
20.28	921
20.29	942
20.30	8956
20.31	952
20.32	971
20.33	958
20.34	928
20.35	912
20.36	914
20.37	906
20.38	911
20.39	922
20.40	8816
20.41	938
20.42	969
20.43	885
20.44	941
20.45	985
20.46	903
20.47	967
20.48	954
20.49	934
20.50	8507
20.51	871
20.52	959
20.53	940
20.54	923
20.55	908
20.56	913
20.57	894
20.58	870
20.59	875
20.60	8270
20.61	872
20.62	906
20.63	882
20.64	859
20.65	868
20.66	903
20.67	870
20.68	853
20.69	862
20.70	7955
20.71	865
20.72	878
20.73	907
20.74	916
20.75	835
20.76	819
20.77	911
20.78	826
20.79	879
20.80	7749
20.81	824
20.82	814
20.83	812
20.84	837
20.85	868
20.86	767
20.87	847
20.88	836
20.89	790
20.90	7355
20.91	838
20.92	784
20.93	780
20.94	839
20.95	830
20.96	754
20.97	799
20.98	816
20.99	807
200.00	2
200.20	1
200.50	1
2001.90	1
2005023.00	1
200505.30	1
201.30	1
201.40	1
201.70	1
202.00	2
202.20	1
203.40	1
204.40	1
205.20	1
205.90	1
206.40	1
206.60	1
206.80	1
207.70	2
207.80	1
208	4
208.40	3
209.00	1
209.20	1
209.30	1
21.00	9174
21.01	736
21.02	784
21.03	799
21.04	713
21.05	782
21.06	816
21.07	710
21.08	810
21.09	751
21.10	6808
21.11	771
21.12	726
21.13	795
21.14	759
21.15	682
21.16	721
21.17	778
21.18	721
21.19	738
21.20	6610
21.21	736
21.22	722
21.23	684
21.24	741
21.25	717
21.26	729
21.27	725
21.28	708
21.29	653
21.30	6117
21.31	663
21.32	648
21.33	702
21.34	700
21.35	681
21.36	678
21.37	650
21.38	706
21.39	623
21.40	5619
21.41	660
21.42	630
21.43	626
21.44	618
21.45	640
21.46	630
21.47	648
21.48	630
21.49	608
21.50	5391
21.51	586
21.52	575
21.53	571
21.54	632
21.55	577
21.56	565
21.57	604
21.58	608
21.59	552
21.60	4974
21.61	552
21.62	591
21.63	540
21.64	525
21.65	555
21.66	540
21.67	516
21.68	536
21.69	528
21.70	4594
21.71	485
21.72	510
21.73	486
21.74	513
21.75	517
21.76	491
21.77	498
21.78	495
21.79	521
21.80	4338
21.81	441
21.82	497
21.83	485
21.84	483
21.85	483
21.86	457
21.87	511
21.88	461
21.89	446
21.90	3921
21.91	460
21.92	425
21.93	439
21.94	447
21.95	400
21.96	423
21.97	401
21.98	454
21.99	444
210.00	2
210.90	1
2100507.20	2
211.10	1
211.20	1
211.40	1
212.40	1
213.40	1
2139.50	1
214.00	1
215.70	1
2150400.00	1
216.10	1
216.20	1
216.40	1
216.80	1
217.00	1
217.10	1
217.30	1
217.73	1
218.10	1
219.20	1
219.60	1
219.90	1
22.00	5256
22.01	432
22.02	392
22.03	409
22.04	423
22.05	378
22.06	407
22.07	427
22.08	376
22.09	390
22.10	3355
22.11	379
22.12	441
22.13	421
22.14	369
22.15	380
22.16	371
22.17	350
22.18	375
22.19	349
22.20	3020
22.21	343
22.22	330
22.23	340
22.24	330
22.25	332
22.26	336
22.27	322
22.28	322
22.29	361
22.30	2783
22.31	333
22.32	245
22.33	321
22.34	321
22.35	309
22.36	291
22.37	320
22.38	316
22.39	294
22.40	2496
22.41	290
22.42	290
22.43	290
22.44	248
22.45	258
22.46	258
22.47	268
22.48	259
22.49	255
22.50	2357
22.51	261
22.52	245
22.53	214
22.54	231
22.55	255
22.56	241
22.57	244
22.58	268
22.59	221
22.60	2132
22.61	227
22.62	235
22.63	240
22.64	192
22.65	213
22.66	198
22.67	215
22.68	236
22.69	224
22.70	1886
22.71	219
22.72	195
22.73	186
22.74	198
22.75	219
22.76	200
22.77	226
22.78	231
22.79	182
22.80	1754
22.81	202
22.82	210
22.83	220
22.84	206
22.85	183
22.86	189
22.87	164
22.88	176
22.89	186
22.90	1702
22.91	176
22.92	192
22.93	173
22.94	186
22.95	199
22.96	177
22.97	180
22.98	175
22.99	154
220.00	2
220.90	1
22005.00	1
221.00	1
222.00	1
222.10	1
222.50	2
223.50	1
223.70	1
224.00	1
225.00	2
225.20	1
226.70	1
23.00	2066
23.01	163
23.02	158
23.03	152
23.04	191
23.05	170
23.06	144
23.07	163
23.08	152
23.09	168
23.10	1400
23.11	152
23.12	160
23.13	158
23.14	146
23.15	150
23.16	158
23.17	142
23.18	141
23.19	138
23.20	1311
23.21	145
23.22	117
23.23	137
23.24	148
23.25	136
23.26	149
23.27	116
23.28	131
23.29	137
23.30	1309
23.31	152
23.32	129
23.33	134
23.34	154
23.35	132
23.36	138
23.37	139
23.38	129
23.39	134
23.40	1199
23.41	106
23.42	140
23.43	116
23.44	126
23.45	106
23.46	102
23.47	97
23.48	120
23.49	120
23.50	1142
23.51	112
23.52	118
23.53	117
23.54	120
23.55	121
23.56	109
23.57	94
23.58	119
23.59	119
23.60	1095
23.61	136
23.62	107
23.63	124
23.64	110
23.65	103
23.66	123
23.67	101
23.68	114
23.69	107
23.70	1057
23.71	104
23.72	132
23.73	124
23.74	93
23.75	107
23.76	115
23.77	119
23.78	94
23.79	95
23.80	947
23.81	93
23.82	116
23.83	98
23.84	111
23.85	100
23.86	92
23.87	96
23.88	98
23.89	99
23.90	968
23.91	118
23.92	110
23.93	109
23.94	120
23.95	101
23.96	111
23.97	96
23.98	88
23.99	93
230.20	1
2300000.00	1
23005.00	1
232.80	1
236.50	1
237.60	1
238.20	1
238.80	1
239.50	1
24.00	1246
24.01	98
24.02	99
24.03	88
24.04	89
24.05	93
24.06	102
24.07	95
24.08	105
24.09	81
24.10	876
24.11	92
24.12	97
24.13	99
24.14	94
24.15	98
24.16	97
24.17	85
24.18	95
24.19	90
24.20	813
24.21	82
24.22	109
24.23	89
24.24	73
24.25	113
24.26	74
24.27	91
24.28	81
24.29	93
24.30	738
